subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Operating Weight,46703,21184,lb,kg,D6T XW,90522,Operational
Fuel Capacity,112,424,gal,L,D6T XW,90522,Operational
Cooling System Fluid Capacity,18.5,76.8,gal,L,D6T XW,90522,Operational
Engine Oil Capacity,7.4,28,gal,L,D6T XW,90522,Operational
Hydraulic Fluid Capacity,13.6,51.5,gal,L,D6T XW,90522,Operational
Powertrain Fluid Capacity,38.5,145.7,gal,L,D6T XW,90522,Operational
Final Drives Fluid Capacity,3.6,13.6,gal,L,D6T XW,90522,Operational
Operating Voltage,24,24,V,V,D6T XW,90522,Operational
Alternator Supplied Amperage,95,95,amps,amps,D6T XW,90522,Operational
Transmission Type,Powershift,Powershift,,,D6T XW,90522,Transmission
Number Of Forward Gears,3,3,,,D6T XW,90522,Transmission
Number Of Reverse Gears,3,3,,,D6T XW,90522,Transmission
Max Speed - Forward,7.2,11.5,mph,km/h,D6T XW,90522,Transmission
Max Speed - Reverse,9.1,14.6,mph,km/h,D6T XW,90522,Transmission
Relief Valve Pressure,2799,134.1,psi,kPa,D6T XW,90522,Hydraulic System
Pump Flow Capacity,49.9,189,gal/min,L/min,D6T XW,90522,Hydraulic System
Width,13.8,4200,ft in,mm,D6T XW,90522,Standard Blade
Height,46,1169,in,mm,D6T XW,90522,Standard Blade
Capacity,5.7,4.3,yd3,m3,D6T XW,90522,Standard Blade
Cutting Depth,20,500,in,mm,D6T XW,90522,Standard Blade
Engine Make,2236,2236,,,D6T XL VPAT,90521,Engine
Engine Model,C9 ACERT,C9 ACERT,,,D6T XL VPAT,90521,Engine
Gross Power,228,170,hp,kw,D6T XL VPAT,90521,Engine
Net Power,200,149,hp,kw,D6T XL VPAT,90521,Engine
Displacement,537,8.8,cu in,L,D6T XL VPAT,90521,Engine
Operating Weight,46690,21178,lb,kg,D6T XL VPAT,90521,Operational
Fuel Capacity,112,424,gal,L,D6T XL VPAT,90521,Operational
Cooling System Fluid Capacity,18.5,76.8,gal,L,D6T XL VPAT,90521,Operational
Engine Oil Capacity,7.4,28,gal,L,D6T XL VPAT,90521,Operational
Hydraulic Fluid Capacity,13.6,51.5,gal,L,D6T XL VPAT,90521,Operational
Powertrain Fluid Capacity,38.5,145.7,gal,L,D6T XL VPAT,90521,Operational
Final Drives Fluid Capacity,3.6,13.6,gal,L,D6T XL VPAT,90521,Operational
Operating Voltage,24,24,V,V,D6T XL VPAT,90521,Operational
Alternator Supplied Amperage,95,95,amps,amps,D6T XL VPAT,90521,Operational
Transmission Type,Hydrostatic,Hydrostatic,,,D6T XL VPAT,90521,Transmission
Number Of Forward Gears,5,5,,,D6T XL VPAT,90521,Transmission
Number Of Reverse Gears,5,5,,,D6T XL VPAT,90521,Transmission
Max Speed - Forward,7.2,11.5,mph,km/h,D6T XL VPAT,90521,Transmission
Max Speed - Reverse,9.1,14.6,mph,km/h,D6T XL VPAT,90521,Transmission
Relief Valve Pressure,3126,21550,psi,kPa,D6T XL VPAT,90521,Hydraulic System
Pump Flow Capacity,49.9,189,gal/min,L/min,D6T XL VPAT,90521,Hydraulic System
Width,12.8,3880,ft in,mm,D6T XL VPAT,90521,Standard Blade
Height,51,1295,in,mm,D6T XL VPAT,90521,Standard Blade
Capacity,6.2,4.8,yd3,m3,D6T XL VPAT,90521,Standard Blade
Cutting Depth,29,737,in,mm,D6T XL VPAT,90521,Standard Blade
Number Of Cylinders,6,6,,,D6T XL,90520,Engine
Engine Make,2236,2236,,,D6T XL,90520,Engine
Engine Model,C9 ACERT,C9 ACERT,,,D6T XL,90520,Engine
Gross Power,228,170,hp,kw,D6T XL,90520,Engine
Net Power,199.9,149,hp,kw,D6T XL,90520,Engine
Power Measured @,1850,1850,rpm,rpm,D6T XL,90520,Engine
Displacement,537,8.8,cu in,L,D6T XL,90520,Engine
Operating Weight,44795,20319,lb,kg,D6T XL,90520,Operational
Fuel Capacity,112,424,gal,L,D6T XL,90520,Operational
Cooling System Fluid Capacity,18.5,76.8,gal,L,D6T XL,90520,Operational
Engine Oil Capacity,7.4,28,gal,L,D6T XL,90520,Operational
Hydraulic Fluid Capacity,13.6,51.5,gal,L,D6T XL,90520,Operational
Powertrain Fluid Capacity,38.5,145.7,gal,L,D6T XL,90520,Operational
Final Drives Fluid Capacity,3.6,13.6,gal,L,D6T XL,90520,Operational
Operating Voltage,24,24,V,V,D6T XL,90520,Operational
Alternator Supplied Amperage,95,95,amps,amps,D6T XL,90520,Operational
Transmission Type,Powershift,Powershift,,,D6T XL,90520,Transmission
Number Of Forward Gears,3,3,,,D6T XL,90520,Transmission
Number Of Reverse Gears,3,3,,,D6T XL,90520,Transmission
Max Speed - Forward,7.2,11.5,mph,km/h,D6T XL,90520,Transmission
Max Speed - Reverse,9.1,14.6,mph,km/h,D6T XL,90520,Transmission
Relief Valve Pressure,2799,19300,psi,kPa,D6T XL,90520,Hydraulic System
Pump Flow Capacity,49.9,189,gal/min,L/min,D6T XL,90520,Hydraulic System
Width,13.7,4165,ft in,mm,D6T XL,90520,Standard Blade
Height,45,1155,in,mm,D6T XL,90520,Standard Blade
Capacity,5.2,4,yd3,m3,D6T XL,90520,Standard Blade
Cutting Depth,21,524,in,mm,D6T XL,90520,Standard Blade
Number Of Cylinders,6,6,,,D6T STD,90519,Engine
Engine Make,2236,2236,,,D6T STD,90519,Engine
Engine Model,C9 ACERT,C9 ACERT,,,D6T STD,90519,Engine
Gross Power,213,159,hp,kw,D6T STD,90519,Engine
Net Power,185,138,hp,kw,D6T STD,90519,Engine
Power Measured @,1850,1850,rpm,rpm,D6T STD,90519,Engine
Displacement,537,8.8,cu in,L,D6T STD,90519,Engine
Operating Weight,41298,18737,lb,kg,D6T STD,90519,Operational
Fuel Capacity,112,424,gal,L,D6T STD,90519,Operational
Cooling System Fluid Capacity,18.5,76.8,gal,L,D6T STD,90519,Operational
Engine Oil Capacity,7.4,28,gal,L,D6T STD,90519,Operational
Hydraulic Fluid Capacity,13.6,51.5,gal,L,D6T STD,90519,Operational
Powertrain Fluid Capacity,38.5,145.7,gal,L,D6T STD,90519,Operational
Final Drives Fluid Capacity,3.6,13.6,gal,L,D6T STD,90519,Operational
Operating Voltage,24,24,V,V,D6T STD,90519,Operational
Alternator Supplied Amperage,95,95,amps,amps,D6T STD,90519,Operational
Transmission Type,Powershift,Powershift,,,D6T STD,90519,Transmission
Number Of Forward Gears,3,3,,,D6T STD,90519,Transmission
Number Of Reverse Gears,3,3,,,D6T STD,90519,Transmission
Max Speed - Forward,7.2,11.5,mph,km/h,D6T STD,90519,Transmission
Max Speed - Reverse,9.1,14.6,mph,km/h,D6T STD,90519,Transmission
Relief Valve Pressure,2799,19300,psi,kPa,D6T STD,90519,Hydraulic System
Pump Flow Capacity,49.9,189,gal/min,L/min,D6T STD,90519,Hydraulic System
Width,13.7,4166,ft in,mm,D6T STD,90519,Standard Blade
Height,45,1155,in,mm,D6T STD,90519,Standard Blade
Capacity,5.2,4,yd3,m3,D6T STD,90519,Standard Blade
Cutting Depth,20,506,in,mm,D6T STD,90519,Standard Blade
Number Of Cylinders,12,12,,,D11T CD,90533,Engine
Engine Make,2236,2236,,,D11T CD,90533,Engine
Engine Model,C32 ACERT,C32 ACERT,,,D11T CD,90533,Engine
Gross Power,935,698,hp,kw,D11T CD,90533,Engine
Net Power,850,634,hp,kw,D11T CD,90533,Engine
Power Measured @,1800,1800,rpm,rpm,D11T CD,90533,Engine
Displacement,1959,32.1,cu in,L,D11T CD,90533,Engine
Aspiration,Turbocharged,Turbocharged,,,D11T CD,90533,Engine
Operating Weight,248600,113000,lb,kg,D11T CD,90533,Operational
Fuel Capacity,426,161363,gal,L,D11T CD,90533,Operational
Cooling System Fluid Capacity,238.8,28,gal,L,D11T CD,90533,Operational
Engine Oil Capacity,106,401.3,gal,L,D11T CD,90533,Operational
Hydraulic Fluid Capacity,64.2,243,gal,L,D11T CD,90533,Operational
Powertrain Fluid Capacity,91,344,gal,L,D11T CD,90533,Operational
Final Drives Fluid Capacity,8,90,gal,L,D11T CD,90533,Operational
Operating Voltage,24,24,V,V,D11T CD,90533,Operational
Alternator Supplied Amperage,100,100,amps,amps,D11T CD,90533,Operational
Transmission Type,Powershift,Powershift,,,D11T CD,90533,Transmission
Number Of Forward Gears,3,3,,,D11T CD,90533,Transmission
Number Of Reverse Gears,3,3,,,D11T CD,90533,Transmission
Max Speed - Forward,7.3,11.8,mph,km/h,D11T CD,90533,Transmission
Max Speed - Reverse,8.7,14,mph,km/h,D11T CD,90533,Transmission
Pump Type,gear driven,gear driven,,,D11T CD,90533,Hydraulic System
Relief Valve Pressure,3500,24135,psi,kPa,D11T CD,90533,Hydraulic System
Pump Flow Capacity,66,250,gal/min,L/min,D11T CD,90533,Hydraulic System
Width,22,6706,ft in,mm,D11T CD,90533,Standard Blade
Height,108,2740,in,mm,D11T CD,90533,Standard Blade
Capacity,57,43.6,yd3,m3,D11T CD,90533,Standard Blade
Cutting Depth,67.2,1708,in,mm,D11T CD,90533,Standard Blade
Number Of Cylinders,12,12,,,D11T,90532,Engine
Engine Make,2236,2236,,,D11T,90532,Engine
Engine Model,3508B,3508B,,,D11T,90532,Engine
Gross Power,935,698,hp,kw,D11T,90532,Engine
Net Power,850,634,hp,kw,D11T,90532,Engine
Power Measured @,1800,1800,rpm,rpm,D11T,90532,Engine
Displacement,1958.9,32.1,cu in,L,D11T,90532,Engine
Aspiration,Turbocharged,Turbocharged,,,D11T,90532,Engine
Operating Weight,230581.5,104590,lb,kg,D11T,90532,Operational
Fuel Capacity,425.1,1609,gal,L,D11T,90532,Operational
Cooling System Fluid Capacity,63.1,238.8,gal,L,D11T,90532,Operational
Engine Oil Capacity,28.1,106,gal,L,D11T,90532,Operational
Hydraulic Fluid Capacity,64.2,243,gal,L,D11T,90532,Operational
Powertrain Fluid Capacity,91,344,gal,L,D11T,90532,Operational
Final Drives Fluid Capacity,8,30,gal,L,D11T,90532,Operational
Operating Voltage,24,24,V,V,D11T,90532,Operational
Alternator Supplied Amperage,100,100,amps,amps,D11T,90532,Operational
Transmission Type,Power Shift,Power Shift,,,D11T,90532,Transmission
Number Of Forward Gears,3,3,,,D11T,90532,Transmission
Number Of Reverse Gears,3,3,,,D11T,90532,Transmission
Max Speed - Forward,7.3,11.8,mph,km/h,D11T,90532,Transmission
Max Speed - Reverse,8.7,14,mph,km/h,D11T,90532,Transmission
Pump Type,Gear driven,Gear driven,,,D11T,90532,Hydraulic System
Relief Valve Pressure,3500,24135,psi,kPa,D11T,90532,Hydraulic System
Pump Flow Capacity,66,250,gal/min,L/min,D11T,90532,Hydraulic System
Width,18.4,5600,ft in,mm,D11T,90532,Standard Blade
Height,109,2773,in,mm,D11T,90532,Standard Blade
Capacity,35.5,27.2,yd3,m3,D11T,90532,Standard Blade
Cutting Depth,30.2,766,in,mm,D11T,90532,Standard Blade
Number Of Cylinders,12,12,,,D10T,90531,Engine
Engine Make,2236,2236,,,D10T,90531,Engine
Engine Model,C27 ACERT,C27 ACERT,,,D10T,90531,Engine
Gross Power,646,482,hp,kw,D10T,90531,Engine
Net Power,580,433,hp,kw,D10T,90531,Engine
Power Measured @,1800,1800,rpm,rpm,D10T,90531,Engine
Displacement,1647.5,27,cu in,L,D10T,90531,Engine
Aspiration,Turbocharged,Turbocharged,,,D10T,90531,Engine
Operating Weight,146500,66451,lb,kg,D10T,90531,Operational
Fuel Capacity,318,1204,gal,L,D10T,90531,Operational
Cooling System Fluid Capacity,34.9,132,gal,L,D10T,90531,Operational
Engine Oil Capacity,18,68,gal,L,D10T,90531,Operational
Hydraulic Fluid Capacity,38,144,gal,L,D10T,90531,Operational
Powertrain Fluid Capacity,51,193,gal,L,D10T,90531,Operational
Final Drives Fluid Capacity,6,23,gal,L,D10T,90531,Operational
Operating Voltage,24,24,V,V,D10T,90531,Operational
Alternator Supplied Amperage,95,95,amps,amps,D10T,90531,Operational
Transmission Type,Powershift,Powershift,,,D10T,90531,Transmission
Number Of Forward Gears,3,3,,,D10T,90531,Transmission
Number Of Reverse Gears,3,3,,,D10T,90531,Transmission
Max Speed - Forward,7.9,12.7,mph,km/h,D10T,90531,Transmission
Max Speed - Reverse,9.8,15.8,mph,km/h,D10T,90531,Transmission
Pump Type,gear driven,gear driven,,,D10T,90531,Hydraulic System
Relief Valve Pressure,2725,18790,psi,kPa,D10T,90531,Hydraulic System
Pump Flow Capacity,107,404,gal/min,L/min,D10T,90531,Hydraulic System
Width,15.9,4860,ft in,mm,D10T,90531,Standard Blade
Height,81,2120,in,mm,D10T,90531,Standard Blade
Capacity,24.2,18.5,yd3,m3,D10T,90531,Standard Blade
Cutting Depth,26.5,674,in,mm,D10T,90531,Standard Blade
Engine Make,2236,2236,,,D6N WH XL,90543,Engine
Engine Model,C6.6 ACERT,C6.6 ACERT,,,D6N WH XL,90543,Engine
Net Power,150,111.8,hp,kw,D6N WH XL,90543,Engine
Displacement,439,7.2,cu in,L,D6N WH XL,90543,Engine
Operating Weight,38224,17338,lb,kg,D6N WH XL,90543,Operational
Fuel Capacity,79,299,gal,L,D6N WH XL,90543,Operational
Operating Voltage,24,24,V,V,D6N WH XL,90543,Operational
Alternator Supplied Amperage,95,95,amps,amps,D6N WH XL,90543,Operational
Width,10.5,3190,ft in,mm,D6N WH XL,90543,Standard Blade
Capacity,7.8,6,yd3,m3,D6N WH XL,90543,Standard Blade
Engine Make,2236,2236,,,D5K LGP,90514,Engine
Engine Model,C4.4 ACERT,C4.4 ACERT,,,D5K LGP,90514,Engine
Gross Power,100,74.5,hp,kw,D5K LGP,90514,Engine
Net Power,96,71.6,hp,kw,D5K LGP,90514,Engine
Displacement,269,4400,cu in,L,D5K LGP,90514,Engine
Operating Weight,21347,9683,lb,kg,D5K LGP,90514,Operational
Fuel Capacity,51.5,195,gal,L,D5K LGP,90514,Operational
Cooling System Fluid Capacity,6,22.4,gal,L,D5K LGP,90514,Operational
Engine Oil Capacity,3,11,gal,L,D5K LGP,90514,Operational
Hydraulic Fluid Capacity,15.7,59.5,gal,L,D5K LGP,90514,Operational
Final Drives Fluid Capacity,2.6,10,gal,L,D5K LGP,90514,Operational
Operating Voltage,12,12,V,V,D5K LGP,90514,Operational
Alternator Supplied Amperage,120,120,amps,amps,D5K LGP,90514,Operational
Transmission Type,Hydrostatic,Hydrostatic,,,D5K LGP,90514,Transmission
Max Speed - Forward,5.6,9,mph,km/h,D5K LGP,90514,Transmission
Max Speed - Reverse,6.2,10,mph,km/h,D5K LGP,90514,Transmission
Relief Valve Pressure,2988,20600,psi,kPa,D5K LGP,90514,Hydraulic System
Pump Flow Capacity,19.4,73.5,gal/min,L/min,D5K LGP,90514,Hydraulic System
Width,10.6,3220,ft in,mm,D5K LGP,90514,Standard Blade
Height,39.8,1010,in,mm,D5K LGP,90514,Standard Blade
Capacity,3.1,2.4,yd3,m3,D5K LGP,90514,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D5K LGP,90514,Standard Blade
Cutting Depth,22.5,572,in,mm,D5K LGP,90514,Standard Blade
Number Of Cylinders,4,4,,,D5K XL,90513,Engine
Engine Make,2236,2236,,,D5K XL,90513,Engine
Engine Model,C4.4 ACERT,C4.4 ACERT,,,D5K XL,90513,Engine
Gross Power,100,74.5,hp,kw,D5K XL,90513,Engine
Net Power,96,71.6,hp,kw,D5K XL,90513,Engine
Power Measured @,1900,1900,rpm,rpm,D5K XL,90513,Engine
Displacement,268.6,4.4,cu in,L,D5K XL,90513,Engine
Operating Weight,20741,9408,lb,kg,D5K XL,90513,Operational
Fuel Capacity,51.5,195,gal,L,D5K XL,90513,Operational
Cooling System Fluid Capacity,6,22.4,gal,L,D5K XL,90513,Operational
Engine Oil Capacity,3,11,gal,L,D5K XL,90513,Operational
Hydraulic Fluid Capacity,15.7,59.5,gal,L,D5K XL,90513,Operational
Final Drives Fluid Capacity,2.6,10,gal,L,D5K XL,90513,Operational
Operating Voltage,12,12,V,V,D5K XL,90513,Operational
Alternator Supplied Amperage,120,120,amps,amps,D5K XL,90513,Operational
Transmission Type,Hydrostatic,Hydrostatic,,,D5K XL,90513,Transmission
Max Speed - Forward,5.6,9,mph,km/h,D5K XL,90513,Transmission
Max Speed - Reverse,6.2,10,mph,km/h,D5K XL,90513,Transmission
Relief Valve Pressure,2988,20600,psi,kPa,D5K XL,90513,Hydraulic System
Pump Flow Capacity,19.4,73.5,gal/min,L/min,D5K XL,90513,Hydraulic System
Width,9.5,2886,ft in,mm,D5K XL,90513,Standard Blade
Height,41.3,1050,in,mm,D5K XL,90513,Standard Blade
Capacity,2.9,2.2,yd3,m3,D5K XL,90513,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D5K XL,90513,Standard Blade
Cutting Depth,23.1,586,in,mm,D5K XL,90513,Standard Blade
Engine Make,2236,2236,,,D5G LGP,90512,Engine
Engine Model,3046T,3046T,,,D5G LGP,90512,Engine
Gross Power,99,74,hp,kw,D5G LGP,90512,Engine
Net Power,90,67,hp,kw,D5G LGP,90512,Engine
Power Measured @,2200,2200,rpm,rpm,D5G LGP,90512,Engine
Displacement,305,5,cu in,L,D5G LGP,90512,Engine
Operating Weight,20434,9269,lb,kg,D5G LGP,90512,Operational
Fuel Capacity,48.6,187,gal,L,D5G LGP,90512,Operational
Cooling System Fluid Capacity,4.3,16.1,gal,L,D5G LGP,90512,Operational
Engine Oil Capacity,3.4,13,gal,L,D5G LGP,90512,Operational
Hydraulic Fluid Capacity,12,46.5,gal,L,D5G LGP,90512,Operational
Final Drives Fluid Capacity,5.7,21.5,gal,L,D5G LGP,90512,Operational
Operating Voltage,12,12,V,V,D5G LGP,90512,Operational
Alternator Supplied Amperage,120,120,amps,amps,D5G LGP,90512,Operational
Transmission Type,Hydrostatic,Hydrostatic,,,D5G LGP,90512,Transmission
Number Of Forward Gears,1,1,,,D5G LGP,90512,Transmission
Number Of Reverse Gears,1,1,,,D5G LGP,90512,Transmission
Max Speed - Forward,5.6,9,mph,km/h,D5G LGP,90512,Transmission
Max Speed - Reverse,6,9.6,mph,km/h,D5G LGP,90512,Transmission
Relief Valve Pressure,2900,20000,psi,kPa,D5G LGP,90512,Hydraulic System
Pump Flow Capacity,16.1,61.1,gal/min,L/min,D5G LGP,90512,Hydraulic System
Width,10.7,3254,ft in,mm,D5G LGP,90512,Standard Blade
Height,40.5,1028,in,mm,D5G LGP,90512,Standard Blade
Capacity,3.1,2.4,yd3,m3,D5G LGP,90512,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D5G LGP,90512,Standard Blade
Cutting Depth,22.9,582,in,mm,D5G LGP,90512,Standard Blade
Engine Make,2236,2236,,,D5G XL,90511,Engine
Engine Model,3046T,3046T,,,D5G XL,90511,Engine
Gross Power,99,74,hp,kw,D5G XL,90511,Engine
Net Power,90,67,hp,kw,D5G XL,90511,Engine
Power Measured @,2200,2200,rpm,rpm,D5G XL,90511,Engine
Displacement,305,5,cu in,L,D5G XL,90511,Engine
Operating Weight,19662,8919,lb,kg,D5G XL,90511,Operational
Fuel Capacity,48.6,187,gal,L,D5G XL,90511,Operational
Cooling System Fluid Capacity,4.3,16.1,gal,L,D5G XL,90511,Operational
Engine Oil Capacity,3.4,13,gal,L,D5G XL,90511,Operational
Hydraulic Fluid Capacity,12,46.5,gal,L,D5G XL,90511,Operational
Final Drives Fluid Capacity,3.9,14.7,gal,L,D5G XL,90511,Operational
Operating Voltage,12,12,V,V,D5G XL,90511,Operational
Alternator Supplied Amperage,120,120,amps,amps,D5G XL,90511,Operational
Transmission Type,Hydrostatic,Hydrostatic,,,D5G XL,90511,Transmission
Number Of Forward Gears,1,1,,,D5G XL,90511,Transmission
Number Of Reverse Gears,1,1,,,D5G XL,90511,Transmission
Max Speed - Forward,5.6,9,mph,km/h,D5G XL,90511,Transmission
Max Speed - Reverse,6,9.6,mph,km/h,D5G XL,90511,Transmission
Relief Valve Pressure,2900,20000,psi,kPa,D5G XL,90511,Hydraulic System
Pump Flow Capacity,16.1,61.1,gal/min,L/min,D5G XL,90511,Hydraulic System
Width,8.9,2690,ft in,mm,D5G XL,90511,Standard Blade
Height,3.7,1101,in,mm,D5G XL,90511,Standard Blade
Capacity,2.9,2.2,yd3,m3,D5G XL,90511,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D5G XL,90511,Standard Blade
Cutting Depth,24.8,630,in,mm,D5G XL,90511,Standard Blade
Number Of Cylinders,12,12,,,D10R,90839,Engine
Engine Make,2236,2236,,,D10R,90839,Engine
Engine Model,3412E,3412E,,,D10R,90839,Engine
Gross Power,613,457.2,hp,kw,D10R,90839,Engine
Net Power,570,425.1,hp,kw,D10R,90839,Engine
Power Measured @,1900,1900,rpm,rpm,D10R,90839,Engine
Displacement,1649,27.1,cu in,L,D10R,90839,Engine
Aspiration,Turbocharged and Aftercooled,Turbocharged and Aftercooled,,,D10R,90839,Engine
Operating Weight,144190,65403.5,lb,kg,D10R,90839,Operational
Fuel Capacity,293,1109,gal,L,D10R,90839,Operational
Cooling System Fluid Capacity,34.9,132,gal,L,D10R,90839,Operational
Engine Oil Capacity,15.9,60,gal,L,D10R,90839,Operational
Hydraulic Fluid Capacity,28.6,108,gal,L,D10R,90839,Operational
Powertrain Fluid Capacity,50,189,gal,L,D10R,90839,Operational
Final Drives Fluid Capacity,6.1,23,gal,L,D10R,90839,Operational
Operating Voltage,24,24,V,V,D10R,90839,Operational
Alternator Supplied Amperage,75,75,amps,amps,D10R,90839,Operational
Transmission Type,Power shift,Power shift,,,D10R,90839,Transmission
Number Of Forward Gears,3,3,,,D10R,90839,Transmission
Number Of Reverse Gears,3,3,,,D10R,90839,Transmission
Max Speed - Forward,7.7,12.4,mph,km/h,D10R,90839,Transmission
Max Speed - Reverse,9.7,15.7,mph,km/h,D10R,90839,Transmission
Relief Valve Pressure,2700,18615.9,psi,kPa,D10R,90839,Hydraulic System
Pump Flow Capacity,108,408.9,gal/min,L/min,D10R,90839,Hydraulic System
Width,17.3,5263,ft in,mm,D10R,90839,Standard Blade
Height,83.5,2119,in,mm,D10R,90839,Standard Blade
Capacity,28.8,22,yd3,m3,D10R,90839,Standard Blade
Cutting Depth,26.6,674,in,mm,D10R,90839,Standard Blade
Number Of Cylinders,6,6,,,D8R LGP,90838,Engine
Engine Make,2236,2236,,,D8R LGP,90838,Engine
Engine Model,3406C,3406C,,,D8R LGP,90838,Engine
Gross Power,328,244.6,hp,kw,D8R LGP,90838,Engine
Net Power,305,227.5,hp,kw,D8R LGP,90838,Engine
Power Measured @,2100,2100,rpm,rpm,D8R LGP,90838,Engine
Displacement,893,14.7,cu in,L,D8R LGP,90838,Engine
Aspiration,Turbocharged and Aftercooled,Turbocharged and Aftercooled,,,D8R LGP,90838,Engine
Operating Weight,74360,33729.2,lb,kg,D8R LGP,90838,Operational
Fuel Capacity,165.2,625,gal,L,D8R LGP,90838,Operational
Cooling System Fluid Capacity,24.4,92,gal,L,D8R LGP,90838,Operational
Engine Oil Capacity,8.6,32.5,gal,L,D8R LGP,90838,Operational
Hydraulic Fluid Capacity,19.1,72,gal,L,D8R LGP,90838,Operational
Powertrain Fluid Capacity,38.1,144,gal,L,D8R LGP,90838,Operational
Final Drives Fluid Capacity,3.7,14,gal,L,D8R LGP,90838,Operational
Operating Voltage,24,24,V,V,D8R LGP,90838,Operational
Alternator Supplied Amperage,50,50,amps,amps,D8R LGP,90838,Operational
Transmission Type,Power Shift,Power Shift,,,D8R LGP,90838,Transmission
Number Of Forward Gears,3,3,,,D8R LGP,90838,Transmission
Number Of Reverse Gears,3,3,,,D8R LGP,90838,Transmission
Max Speed - Forward,6.7,10.8,mph,km/h,D8R LGP,90838,Transmission
Max Speed - Reverse,8.6,13.9,mph,km/h,D8R LGP,90838,Transmission
Pump Type,Piston,Piston,,,D8R LGP,90838,Hydraulic System
Relief Valve Pressure,3500,24131.7,psi,kPa,D8R LGP,90838,Hydraulic System
Pump Flow Capacity,79.3,300,gal/min,L/min,D8R LGP,90838,Hydraulic System
Width,14.5,4400,ft in,mm,D8R LGP,90838,Standard Blade
Height,63.5,1612,in,mm,D8R LGP,90838,Standard Blade
Capacity,11.2,8.5,yd3,m3,D8R LGP,90838,Standard Blade
Cutting Depth,23,582,in,mm,D8R LGP,90838,Standard Blade
Number Of Cylinders,6,6,,,D8R,90837,Engine
Engine Make,2236,2236,,,D8R,90837,Engine
Engine Model,3406C,3406C,,,D8R,90837,Engine
Gross Power,328,244.6,hp,kw,D8R,90837,Engine
Net Power,305,227.5,hp,kw,D8R,90837,Engine
Power Measured @,2100,2100,rpm,rpm,D8R,90837,Engine
Displacement,893,14.7,cu in,L,D8R,90837,Engine
Aspiration,Turbocharged and Aftercooled,Turbocharged and Aftercooled,,,D8R,90837,Engine
Operating Weight,73850,33497.8,lb,kg,D8R,90837,Operational
Fuel Capacity,165.2,625,gal,L,D8R,90837,Operational
Cooling System Fluid Capacity,24.4,92,gal,L,D8R,90837,Operational
Engine Oil Capacity,8.6,32.5,gal,L,D8R,90837,Operational
Hydraulic Fluid Capacity,19.1,72,gal,L,D8R,90837,Operational
Powertrain Fluid Capacity,38.1,144,gal,L,D8R,90837,Operational
Final Drives Fluid Capacity,3.7,14,gal,L,D8R,90837,Operational
Operating Voltage,24,24,V,V,D8R,90837,Operational
Alternator Supplied Amperage,50,50,amps,amps,D8R,90837,Operational
Transmission Type,Power Shift,Power Shift,,,D8R,90837,Transmission
Number Of Forward Gears,3,3,,,D8R,90837,Transmission
Number Of Reverse Gears,3,3,,,D8R,90837,Transmission
Max Speed - Forward,6.7,10.8,mph,km/h,D8R,90837,Transmission
Max Speed - Reverse,8.6,13.9,mph,km/h,D8R,90837,Transmission
Pump Type,Piston,Piston,,,D8R,90837,Hydraulic System
Relief Valve Pressure,3500,24131.7,psi,kPa,D8R,90837,Hydraulic System
Pump Flow Capacity,79.3,300,gal/min,L/min,D8R,90837,Hydraulic System
Width,13,3937,ft in,mm,D8R,90837,Standard Blade
Height,66.6,1690,in,mm,D8R,90837,Standard Blade
Capacity,11.4,8.8,yd3,m3,D8R,90837,Standard Blade
Cutting Depth,23,582,in,mm,D8R,90837,Standard Blade
Number Of Pockets,3,3,,,D7R XR,90835,Ripper
Ripper Type,Parallelogram,Parallelogram,,,D7R XR,90835,Ripper
Overall Beam Width,87.1,2210.1,in,mm,D7R XR,90835,Ripper
Maximum Penetration,29.5,748.1,in,mm,D7R XR,90835,Ripper
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",25.2,638.1,in,mm,D7R XR,90835,Ripper
Number Of Cylinders,6,6,,,D7R XR,90835,Engine
Engine Make,2236,2236,,,D7R XR,90835,Engine
Engine Model,3306T,3306T,,,D7R XR,90835,Engine
Gross Power,247,184.2,hp,kw,D7R XR,90835,Engine
Net Power,230,171.6,hp,kw,D7R XR,90835,Engine
Power Measured @,2100,2100,rpm,rpm,D7R XR,90835,Engine
Displacement,640.8,10.6,cu in,L,D7R XR,90835,Engine
Aspiration,Turbocharged,Turbocharged,,,D7R XR,90835,Engine
Engine Model,3306 T,3306 T,,,D7R XR,90835,Engine
Flywheel Power,230,171.6,hp,kw,D7R XR,90835,Engine
Maximum Flywheel Power,247,184.2,hp,kw,D7R XR,90835,Engine
Flywheel Power - Power Shift,140,104.4,hp,kw,D7R XR,90835,Engine
Operating Weight,54100,24539.4,lb,kg,D7R XR,90835,Operational
Fuel Capacity,126.6,479,gal,L,D7R XR,90835,Operational
Cooling System Fluid Capacity,19.9,75,gal,L,D7R XR,90835,Operational
Engine Oil Capacity,7.3,27.3,gal,L,D7R XR,90835,Operational
Hydraulic Fluid Capacity,14.3,54.1,gal,L,D7R XR,90835,Operational
